ticker,name,sector,market_cap,CapType,PE,PB,ROE,ROA,ProfitMargin,GrossMargin,FCF_Margin,DividendYield,DebtEquity,CurrentRatio,QuickRatio,PriceToFCF,EV_Revenue,EV_EBITDA,Beta,Volatility,return_6m,RSI_14,Momentum_10,MACD,BB_Percent,SMA20_above_SMA50,sentiment_score,sentiment_label,positive_ratio,neutral_ratio,negative_ratio,bullet_positive_count,bullet_negative_count,recommendation,analyst_count,target_mean_price,current_price,percent_change,extraction_date
PEGA,,Technology,8715691008.0,SmallCap,47.148144,14.255319,0.39290002,0.1216,0.119770005,0.75742996,0.26588249361350386,0.12,12.967,1.39,1.308,19.955509377535282,5.077,28.547,1.117,0.0417123409469544,0.0476641734973937,67.33201385440235,2.279799789117006,3.5223636747167006,0.8837042005226099,1.0,0.1,POSITIVE,0.15,0.8,0.05,0.0,0.0,buy,13.0,104.96154,101.84,0.42,2025-06-05
STZ,Constellation Brands,Consumer Staples,30412208128.0,BigCap,22.625,4.4227233,-0.0036199999,0.092709996,-0.00797,0.52264,0.1054333550931778,2.31,169.781,0.921,0.263,28.22053382332287,4.29,11.068,0.696,0.0226900691136888,-0.278606277776761,31.442332198229938,-8.266015668812784,-3.070218264507872,-0.026797336147906,1.0,-0.1,POSITIVE,0.1,0.7,0.2,1.0,0.0,buy,25.0,216.3336,170.6,-3.62,2025-06-05
PANW,Palo Alto Networks,Information Technology,131859701760.0,BigCap,113.0,18.212378,0.21162,0.031040002,0.13948,0.73561996,0.35781209777794293,,11.147,0.895,0.777,41.390012527209535,14.3,101.513,0.973,0.0254799017904616,-0.0186834697221145,61.55198713860162,8.774687885526248,3.3322036456589217,0.8772839193160223,1.0,-0.35,NEGATIVE,0.05,0.55,0.4,2.0,0.0,buy,49.0,211.90286,197.11,1.57,2025-06-05
RMBS,,Technology,6075223040.0,SmallCap,29.612566,5.238007,0.19264,0.10207,0.34229,0.81925005,0.25030722624674656,,2.517,10.153,9.274,40.08982959617014,9.338,22.354,1.203,0.0394605110684003,-0.0385857621470513,58.9771840256194,3.5328578939058906,1.1893056188758422,0.7250379767035963,1.0,0.2,POSITIVE,0.2,0.8,0.0,0.0,0.0,none,8.0,73.125,56.56,-1.03,2025-06-05
AME,Ametek,Industrials,40900214784.0,BigCap,28.993452,4.1023088,0.14964,0.07521,0.20426,0.35762,0.21086098879374374,0.7,21.761,1.407,16.587,27.926711306431105,6.153,19.573,1.11,0.0158249272101182,-0.0837041559147783,53.30930647199768,-0.216678592247834,1.8680555696218732,0.3954666327663873,1.0,0.05,POSITIVE,0.15,0.75,0.1,0.0,0.0,buy,17.0,192.43588,176.93,-0.17,2025-06-05
PNFP,,Financial Services,8184494592.0,SmallCap,17.131495,1.2823846,0.07773,0.00953,0.29459998,0.0,,0.91,,,,,4.184,,1.014,0.0250099685625952,-0.1622861909711083,48.81152774198301,-0.1513895907023749,0.7494430779725008,0.2215239147150972,1.0,0.15,POSITIVE,0.25,0.65,0.1,1.0,0.0,none,12.0,118.70833,105.53,-0.26,2025-06-05
WDAY,"Workday, Inc.",Information Technology,66742308864.0,BigCap,139.08334,7.4809504,0.05702,0.023829998,0.055999998,0.75655,0.27297031695482954,,38.042,2.067,1.949,28.08874666606848,7.134,64.151,1.296,0.0248268813406978,-0.0470118215821881,48.629353842643376,-6.965443224794446,-0.1891637545507762,0.3390595156093978,1.0,,NEUTRAL,0.1,0.8,0.1,0.0,0.0,buy,38.0,298.41238,250.1,0.25,2025-06-05
WSBC,,Financial Services,2910348288.0,SmallCap,19.625807,0.80018944,0.03381,0.0047299997,0.18747999,0.0,,4.86,,,,,6.933,,0.879,0.0198494039388149,-0.1528387329668372,46.49742437006877,-1.6170763220125115,0.0235918809275332,0.2126062085156199,1.0,0.15,POSITIVE,0.2,0.75,0.05,2.0,0.0,buy,7.0,37.57143,30.42,-0.1,2025-06-05
UBSI,,Financial Services,5064439296.0,SmallCap,13.203704,0.95625126,0.07321,0.0117999995,0.36281,0.0,,4.14,,,,,3.202,,0.79,0.0174955429275407,-0.1276313598274647,48.18811443939989,-1.1369934326064357,0.2326955093747571,0.1806344853845735,1.0,0.1,POSITIVE,0.15,0.8,0.05,1.0,0.0,none,6.0,39.33333,35.65,-0.2,2025-06-05
8804.T,Tokyo Tatemono,Real Estate,527271297024.0,BigCap,7.7058864,0.9876948,0.13017,0.025309999,0.1446,0.27763,,3.82,232.88,2.717,0.518,,3.543,15.634,0.14,0.0190070429881185,-0.008698654320872,47.09764281472983,1.1182108626198082,3.4174895132168785,0.3125144195628778,1.0,,POSITIVE,0.0,1.0,0.0,1.0,0.0,buy,9.0,2805.5557,2548.0,0.63,2025-06-05
GPN,Global Payments,Financials,18556827648.0,BigCap,12.312298,0.8391415,0.07102,0.03233,0.15477,0.62867,0.37427328367172225,1.3,73.574,0.944,0.561,4.905555914560156,3.32,7.578,0.936,0.0288164897787727,-0.3399910408491088,42.74205447665579,0.3367634037336072,-1.5914120279808517,0.3191901777544394,0.0,-0.05,POSITIVE,0.0,0.95,0.05,0.0,0.0,buy,26.0,94.73923,76.02,-0.85,2025-06-05
BAC,Bank of America,Financials,334453112832.0,BigCap,13.255224,1.2203869,0.094560005,0.00841,0.28582,0.0,,2.34,,,,,3.305,,1.307,0.0206324889496622,-0.0439618084207056,62.17835794019103,2.566475399656792,0.9020981420130952,0.6275671213559224,1.0,0.15,POSITIVE,0.2,0.75,0.05,0.0,0.0,buy,24.0,48.95833,44.38,0.07,2025-06-05
7004.T,Hitachi Zōsen,Industrials,158938595328.0,BigCap,7.1934233,0.8393301,0.12153,0.029460002,0.036199998,0.18702999,-0.009398089532594047,5.2,68.604,1.214,1.012,-27.70050889020816,0.381,5.767,0.362,0.021327231292981,0.0189729991451563,58.41500323729296,4.767184035476718,13.106435136835556,0.7317199993000238,1.0,,NEUTRAL,0.0,1.0,0.0,0.0,0.0,none,3.0,1073.3334,942.0,-0.32,2025-06-05
CEG,Constellation Energy,Utilities,91448811520.0,BigCap,30.713684,7.057714,0.23974001,0.04676,0.123330005,0.23108,0.15546083596827992,0.52,62.682,1.472,0.977,24.154283801988054,4.165,15.394,1.163,0.0493875780669586,0.14246944779294,55.41894801018152,1.2521338177427344,15.52518666709642,0.4246391846084743,1.0,-0.05,POSITIVE,0.3,0.35,0.35,0.0,0.0,buy,13.0,303.75,289.88,-3.22,2025-06-05
CENTA,,Consumer Defensive,2017025920.0,SmallCap,16.5,1.2966601,0.08186,0.04221,0.03904,0.30831,0.09865676680930575,,92.32,3.305,1.833,6.478489302259802,0.913,8.726,0.648,0.0208343922337533,-0.0929824629893506,45.555083940083165,-3.454717004205428,0.0603023004032117,0.2439227988111438,1.0,0.1,POSITIVE,0.2,0.7,0.1,0.0,0.0,buy,5.0,40.6,31.02,-0.19,2025-06-05
CI,Cigna,Health Care,83297861632.0,BigCap,17.400112,2.092123,0.13206,0.040260002,0.019709999,0.102539994,0.029690975179300246,1.95,75.34,0.781,0.648,10.958249661452168,0.409,9.103,0.45,0.0194179362795799,-0.0240499416716105,43.7655680515598,-1.3530846145700512,-3.3999542394551554,0.4024729565636631,0.0,-0.25,NEUTRAL,0.05,0.65,0.3,1.0,0.0,buy,24.0,375.33957,311.02,0.33,2025-06-05
AMD,Advanced Micro Devices,Information Technology,188147269632.0,BigCap,84.08696,3.2398021,0.03904,0.0256,0.080249995,0.53578,0.12092341919311754,,8.174,2.803,1.765,55.90010184690008,6.836,32.271,1.993,0.037144938022415,-0.1791879012569827,60.415504296978526,3.649834067814058,3.9446158872058983,0.6964508707363727,1.0,0.1,POSITIVE,0.2,0.7,0.1,0.0,0.0,buy,44.0,127.53455,115.69,-2.44,2025-06-05
BN.PA,DANONE,Financials,47952568320.0,BigCap,23.731628,2.6888688,0.12325,0.044499997,0.07382,0.49703997,0.100873020189437,2.89,82.906,0.931,0.732,17.36468223321003,2.068,13.982,0.398,0.0116503998071689,0.1759823685286958,51.4652702683249,-2.0569589054876514,0.6235383831808434,0.4559468202821993,1.0,-0.05,POSITIVE,0.2,0.55,0.25,1.0,0.0,hold,22.0,73.86364,74.28,-0.13,2025-06-05
CWAN,,Technology,6707959808.0,SmallCap,13.923529,5.1456523,0.55821,0.01895,0.90134,0.72952,0.28026118819702994,,6.087,5.088,4.79,50.267174107947966,12.76,149.703,0.765,0.0253608169753841,-0.2043697453346573,55.41286687470097,5.481281252063851,-0.1674532683794929,0.6689656710533032,0.0,0.15,POSITIVE,0.25,0.65,0.1,1.0,0.0,none,11.0,33.18182,23.66,2.38,2025-06-05
NTAP,NetApp,Information Technology,21548234752.0,BigCap,18.414816,20.381027,1.08509,0.08625,0.18045999,0.70192003,0.18778530248432176,2.0,311.058,1.255,1.092,17.491770351026727,2.62,10.297,1.414,0.0281576675723683,-0.1803466519471032,69.8560494766209,4.670082896586189,2.83172520191404,0.9375259058268404,1.0,0.1,NEGATIVE,0.25,0.6,0.15,1.0,0.0,buy,16.0,114.52125,104.6,0.81,2025-06-05
L,Loews Corporation,Financials,18587541504.0,BigCap,14.531148,1.0845733,0.07998,0.01654,0.07466,0.36301997,0.16997692096642367,0.28,49.606,0.488,0.488,6.1506952802530614,1.27,8.184,0.706,0.0149871837541275,0.0329130043911745,52.31156479281785,1.0574621656448504,0.4834723129565361,0.5017769793170876,1.0,0.25,NEUTRAL,0.3,0.65,0.05,0.0,0.0,none,,,88.61,0.45,2025-06-05
FN,,Technology,8495100416.0,SmallCap,26.431437,4.4542346,0.18298,0.07991,0.100030005,0.12091,0.04758514212806716,,0.3,3.325,2.384,54.74342581052971,2.338,21.121,0.983,0.0445635086389587,-0.0243210027247299,62.58623968034695,4.458736865118544,8.103369848791203,0.7458523581229136,1.0,0.15,POSITIVE,0.25,0.65,0.1,1.0,0.0,none,9.0,248.78223,237.22,-0.86,2025-06-05
INGM,,Technology,4628636672.0,SmallCap,16.289255,1.1982491,0.07728,0.02994,0.0058,0.07028,0.012130772674397092,1.55,102.561,1.401,0.875,7.786309549803084,0.157,7.249,1.0,0.0293168101070658,-0.1327204915647741,55.61007082075131,0.7668692363282056,0.2633696470015749,0.4391033938523192,1.0,0.05,NEGATIVE,0.2,0.65,0.15,0.0,0.0,buy,13.0,24.15385,19.68,0.2,2025-06-05
CPAY,Corpay,Financials,23394291712.0,BigCap,23.28877,6.7713733,0.30040002,0.06493,0.25147,0.78158,0.17068272361635337,,235.922,1.102,0.68,33.802323109802416,7.353,13.873,0.964,0.0261116031240102,-0.0971625160306955,51.07125371798466,1.118906532845846,-0.7372762470772614,0.4243590145702902,1.0,0.2,POSITIVE,0.2,0.8,0.0,0.0,0.0,buy,15.0,393.218,331.06,1.17,2025-06-05
WELL,Welltower,Real Estate,100397973504.0,BigCap,87.23011,2.9473026,0.0348,0.01729,0.12654,0.39180002,0.33343112118323637,1.76,49.196,1.826,1.593,35.08516335599346,13.276,36.009,0.921,0.0152316702889067,0.1682780677677902,56.532297596273445,3.054618129519439,1.523215518543168,0.7375198381472403,1.0,0.1,NEUTRAL,0.15,0.8,0.05,0.0,0.0,buy,20.0,168.0,153.03,0.57,2025-06-05
AFL,Aflac,Financials,55340421120.0,BigCap,15.919129,2.108342,0.14408,0.02343,0.21274,0.45408002,0.31262952335888977,2.26,42.513,1.38,1.235,10.46578113939394,3.511,12.801,0.807,0.0155150460452129,-0.0394340559869833,41.744995008996554,-1.1782897526710066,-0.7938005514581334,0.1752491400735759,0.0,0.05,NEGATIVE,0.25,0.55,0.2,0.0,0.0,hold,13.0,105.61538,102.21,-0.6,2025-06-05
ECL,Ecolab,Materials,75814207488.0,BigCap,36.43188,11.399523,0.24774,0.07764,0.13407,0.43745,0.1041219026441064,0.97,103.915,1.319,0.908,46.34016318726029,5.228,22.473,1.044,0.014227811305356,0.0839796549335103,66.70797182593145,2.345274892086247,4.625430714642221,0.8194372814128669,1.0,0.35,POSITIVE,0.4,0.55,0.05,1.0,0.0,buy,21.0,272.68713,266.93,-0.09,2025-06-05
9432.T,Nippon Telegraph & Telephone,Communication Services,12989912580096.0,BigCap,13.116123,1.2708331,0.097349994,0.03753,0.07297,0.27643,0.022405928214456392,3.34,98.471,0.944,0.663,42.30316921078931,1.772,6.912,0.067,0.0111008609326491,0.0267951760001126,57.77957922789119,4.04241640175291,2.216400237996055,0.7261890968151963,1.0,0.1,NEUTRAL,0.1,0.9,0.0,0.0,0.0,buy,12.0,171.08333,159.0,1.27,2025-06-05
9532.T,Osaka Gas,Energy,1439045255168.0,BigCap,10.875435,0.85211474,0.08076999,0.032509997,0.06497,0.19601999,-0.013033712815708628,2.9,49.729,1.983,1.13,-53.363195994981574,1.098,7.88,-0.172,0.0142086157751854,0.1479762048531374,53.011581481075254,0.49902966454117,28.11630267047485,0.3424719337156908,1.0,,POSITIVE,0.0,1.0,0.0,1.0,0.0,buy,5.0,4308.0,3625.0,0.0,2025-06-05
8725.T,MS&AD Insurance Group,Financials,5296976560128.0,BigCap,7.8677773,1.3086448,0.16264999,0.0221,0.107480004,0.28837,0.11008829456986033,3.42,14.572,1.463,0.666,7.47697419239413,0.567,3.436,0.233,0.023899673227387,0.0032400289750738,62.991544290695735,7.395898073337477,76.35667577558434,0.8187351737509897,1.0,0.5,POSITIVE,0.5,0.5,0.0,1.0,0.0,buy,11.0,3922.7273,3496.0,1.16,2025-06-05
OTIS,Otis Worldwide,Industrials,37632450560.0,BigCap,24.960733,-7.3538485,0.24987,0.13961,0.1083,0.30175,0.0951389837605623,1.76,,0.942,0.783,27.886410035124303,3.143,17.67,0.974,0.0150840293784134,-0.0300290392551496,44.827589201417986,-2.5145900550296374,-0.4881267552610921,0.2434833588871009,0.0,-0.3,NEGATIVE,0.05,0.6,0.35,0.0,0.0,none,14.0,101.85714,95.28,0.03,2025-06-05
BANR,,Financial Services,2115258496.0,SmallCap,12.017681,1.1506988,0.1009,0.01114,0.2874,0.0,,3.14,,,,,3.539,,0.883,0.0190940400799511,-0.1751383715861577,43.90949455660072,-2.3779152283677107,-0.2642371183205796,0.1934342354267407,1.0,0.05,POSITIVE,0.15,0.75,0.1,0.0,0.0,buy,5.0,69.8,61.17,-0.02,2025-06-05
SYK,Stryker Corporation,Health Care,146571739136.0,BigCap,51.968834,7.0029397,0.14259,0.07486,0.12314,0.64699996,0.13043221021170312,0.88,82.924,1.642,0.803,48.3452035108571,6.94,26.088,0.927,0.0157203153244199,0.007476442668127,54.417587343265275,0.9032238777567478,2.3781056095533586,0.4408500495238103,1.0,0.05,POSITIVE,0.25,0.55,0.2,0.0,0.0,buy,28.0,421.45715,383.1,0.13,2025-06-05
ALVO,,Healthcare,3168963072.0,SmallCap,28.378378,-9.767442,0.109745,0.07018,0.16422,0.60741,-0.36870822415644355,,,1.726,1.006,-14.619694331615033,7.202,28.677,0.191,0.0343220527628645,-0.0797545889203938,53.22899606256967,3.3464582450214637,0.48761385968991,0.4873304115845245,1.0,0.05,POSITIVE,0.2,0.65,0.15,0.0,0.0,buy,4.0,18.0,10.5,-3.05,2025-06-05
8830.T,Sumitomo Realty & Development,Real Estate,2579631964160.0,BigCap,13.626716,1.1985425,0.09087,0.02533,0.18899,0.34634998,0.016825545872175857,1.54,179.508,1.415,0.154,151.16396655273837,6.302,18.451,0.592,0.021796347392356,0.1747358924002111,53.74442409139032,4.802581624905088,42.100426779318695,0.6517701030202437,1.0,-0.5,NEGATIVE,0.0,0.5,0.5,2.0,0.0,buy,11.0,5936.364,5490.0,-0.56,2025-06-05
MDU,,Industrials,3430717696.0,SmallCap,18.45055,1.2506518,0.06597,0.02416,0.14214,0.32121,0.11126320379713649,3.08,79.97,0.853,0.518,16.71653533239592,3.026,11.446,0.448,0.0161599006965573,-0.1249062058242852,45.162929102026915,-1.984811803248461,-0.0186560969494955,0.2003932044778952,1.0,0.05,POSITIVE,0.1,0.85,0.05,1.0,0.0,buy,4.0,19.25,16.79,-0.53,2025-06-05
AES,AES Corporation,Utilities,7546384384.0,BigCap,5.7608695,2.1761446,0.05583,0.02399,0.10669,0.17625,-0.4754724160054266,6.85,361.561,0.843,0.378,-1.2985050729070733,3.446,13.389,0.939,0.0315258983785233,-0.175238667097243,50.02951525656189,4.294170395144075,-0.1750682258797944,0.4235583905007322,1.0,-0.05,POSITIVE,0.15,0.65,0.2,0.0,0.0,buy,13.0,13.70846,10.51,3.14,2025-06-05
ARE,Alexandria Real Estate Equities,Real Estate,12073765888.0,BigCap,91.835526,0.6798987,0.01476,0.013040001,0.0461,0.70521003,0.4046125050377895,7.48,61.193,3.381,2.868,9.555620776568094,9.553,15.076,1.267,0.0210979778419325,-0.3195441179073945,41.17558556874135,1.750032016308679,-1.8613999374858423,0.319656465680183,0.0,,POSITIVE,0.2,0.6,0.2,1.0,0.0,buy,13.0,101.69231,69.55,-1.47,2025-06-05
EL.PA,ESSILORLUXOTTICA,Consumer Staples,112199876608.0,BigCap,47.94922,2.7769608,0.06236,0.03487,0.08899,0.62525004,0.12213294091587817,1.62,32.233,0.951,0.584,34.65633357065885,4.639,22.111,0.767,0.0173839649900438,0.0854220233885612,44.080645579038,-6.511807199568338,-1.74277579949063,0.2649700485519671,1.0,0.1,NEUTRAL,0.2,0.7,0.1,0.0,0.0,buy,19.0,264.1579,245.5,0.66,2025-06-05
DDOG,,Technology,42047418368.0,SmallCap,259.0468,14.398296,0.06476,0.00368,0.058480002,0.80151004,0.2790611908231873,,64.364,2.737,2.663,53.15507982969794,13.676,500.089,1.001,0.0274684391179033,-0.2780788419352252,69.68266056372003,7.091209681445775,3.7809403293402113,0.9300347767374748,1.0,0.2,POSITIVE,0.2,0.8,0.0,2.0,0.0,buy,38.0,135.55421,121.75,1.71,2025-06-05
MCK,McKesson Corporation,Health Care,89001254912.0,BigCap,27.650875,-42.912853,0.151085,0.04309,0.00918,0.03571,0.01318266770885743,0.4,,0.899,0.509,18.792583672097603,0.253,16.777,0.488,0.0138512559469941,0.1744543484846457,52.990028359798536,-0.8301646405507217,5.5787359971907335,0.5624097989978256,1.0,0.05,POSITIVE,0.15,0.75,0.1,0.0,0.0,buy,15.0,753.83734,711.6,0.19,2025-06-05
MAR,Marriott International,Consumer Discretionary,71393730560.0,BigCap,29.620455,-22.626736,0.317925,0.09398,0.37055,0.81891996,0.2713259459338104,1.02,,0.452,0.413,39.25037210370867,13.03,20.071,1.422,0.0212517277943199,-0.1044979093645225,52.52681987670426,0.1134462302895097,3.872596924847244,0.2818755679716359,1.0,0.1,NEGATIVE,0.25,0.6,0.15,0.0,0.0,buy,25.0,273.2936,259.81,-0.81,2025-06-05
ZBH,Zimmer Biomet,Health Care,18243563520.0,BigCap,20.491112,1.4722271,0.07318,0.044180002,0.11865,0.71199995,0.17161784549258777,1.05,59.058,2.436,1.271,13.76490221011202,3.123,9.413,0.72,0.0183642421036801,-0.1515614979058162,40.22208778376628,-0.9704567032673044,-2.110250237382701,0.2439652583657416,0.0,-0.1,NEGATIVE,0.2,0.5,0.3,1.0,0.0,hold,26.0,108.46577,91.92,0.5,2025-06-05
ALB,Albemarle Corporation,Materials,6880815104.0,BigCap,30.9290265,0.8828636,-0.09992,-0.01509,-0.22391,0.039300002,-0.06864437809994113,2.71,35.757,2.112,1.196,-19.732886864109226,2.289,60.863,1.614,0.0369327002207946,-0.4160193115905122,49.10477565305726,3.437282935170354,-0.712828945841693,0.4749586846168127,0.0,0.2,NEUTRAL,0.3,0.6,0.1,2.0,0.0,hold,25.0,82.4156,58.64,-1.73,2025-06-05
SMFG,,Financial Services,98362990592.0,SmallCap,11.960629,0.0040017767,0.07628,0.00404,0.22568001,0.0,,2.68,,,,,-7.366,,0.22,0.0230790916345763,0.0093022849085826,58.475752246580385,1.8779325005814151,0.3018468826515637,0.6840909798431914,1.0,0.1,POSITIVE,0.2,0.7,0.1,0.0,0.0,none,1.0,16.10132,15.2,-0.39,2025-06-05
HUM,Humana,Health Care,27463692288.0,BigCap,16.058575,1.5471698,0.10099,0.047220003,0.01422,0.15123,-0.017404707894937612,1.53,77.075,1.908,1.474,-13.098416582281198,0.162,4.765,0.435,0.0287368526346548,-0.1906497513071799,39.41745639355914,-7.586362838563107,-7.223494431727488,0.2794590922322392,0.0,-0.05,POSITIVE,0.05,0.85,0.1,0.0,0.0,buy,23.0,303.05347,227.16,-1.59,2025-06-05
ED,Consolidated Edison,Utilities,36770009088.0,BigCap,18.864141,1.5447898,0.08331,0.03111,0.11988,0.53347,-0.05578008120071951,3.33,110.23,1.283,0.88,-41.878076209660904,3.974,11.195,0.259,0.0147296024209424,0.0761305983669491,41.26446575731052,-2.912946593658829,-1.1553070990108552,0.3222756513831873,0.0,,NEGATIVE,0.1,0.8,0.1,0.0,0.0,hold,15.0,105.7,102.27,0.05,2025-06-05
SAF.PA,SAFRAN,Industrials,110892154880.0,BigCap,17.872341,10.83306,-0.05041,0.047849998,-0.02407,0.48546,0.26003932697972537,1.09,47.347,0.842,0.533,15.386195304852146,3.96,20.632,1.156,0.0195638582358395,0.2623099137034574,69.89554372021165,2.6413843046531333,7.289732328162614,0.8446671345250826,1.0,-0.2,POSITIVE,0.05,0.7,0.25,4.0,0.0,buy,18.0,265.98,264.5,-0.38,2025-06-05
JCI,Johnson Controls,Industrials,67362623488.0,BigCap,30.926739,4.262116,0.13137001,0.04844,0.10775,0.36012,0.11155798426683482,1.45,65.788,0.96,0.564,25.961584501373476,3.397,19.196,1.339,0.0234045461475599,0.2432467467365904,76.62834408545359,5.256661514738953,4.14934382476082,0.8162346198291132,1.0,0.25,NEGATIVE,0.25,0.75,0.0,0.0,0.0,buy,21.0,102.72952,102.32,-0.02,2025-06-05
PEP,PepsiCo,Consumer Staples,179830849536.0,BigCap,19.288235,9.793176,0.49927,0.08858,0.10238,0.55074,0.08283710157165425,4.32,261.849,0.834,0.615,23.71065107910341,2.411,12.755,0.466,0.0144463579110936,-0.1685069907422096,42.82828443514914,0.5532088009744991,-1.4415704205696611,0.4681035201152418,0.0,-0.4,NEGATIVE,0.05,0.5,0.45,0.0,0.0,hold,22.0,150.05956,131.11,-0.48,2025-06-05
RMAX,,Real Estate,247608080.0,SmallCap,16.933334,0.34991044,0.109745,0.0547,0.02803,0.74448997,0.061979828199491965,,,1.479,0.862,13.1299626728967,0.138,0.539,1.156,0.0276694320513482,-0.3904000091552734,50.34981771048893,7.323943491706626,-0.0672977419791323,0.5495700800943177,0.0,0.1,POSITIVE,0.2,0.7,0.1,0.0,0.0,hold,2.0,9.0,7.61,0.53,2025-06-05
CME,CME Group,Financials,99199631360.0,BigCap,27.666332,3.6626353,0.13387,0.01762,0.57806,1.0,0.42728039149665964,1.8,14.045,1.017,0.019,36.95265804834378,16.323,23.175,0.476,0.0129232523490675,0.157971118679403,45.814510023346585,-2.392273183784847,2.9347954845374034,0.3138756145200362,1.0,,POSITIVE,0.2,0.6,0.2,0.0,0.0,hold,17.0,272.17648,274.9,-1.07,2025-06-05
IR,Ingersoll Rand,Industrials,33112209408.0,BigCap,40.62871,3.1578743,0.081099994,0.05392,0.11301,0.43797,0.15223437938359183,0.1,46.107,2.382,1.631,29.79771907654562,4.991,18.66,1.444,0.0219847424989213,-0.2025068989652534,56.14915681348879,1.0222862134523916,1.0160046762740509,0.4878546457335421,1.0,0.2,POSITIVE,0.25,0.7,0.05,0.0,0.0,buy,16.0,89.23188,81.87,-0.04,2025-06-05
VIPS,,Consumer Cyclical,7447782912.0,SmallCap,7.494819,0.18524449,0.18518,0.07335,0.06881,0.23361,,3.34,12.164,1.278,1.119,,-0.19,-2.047,0.56,0.0291468600576902,0.1050420155822657,52.999697030157584,0.1731341615726433,0.0219193371941965,0.5195610780281964,1.0,-0.05,NEGATIVE,0.1,0.75,0.15,0.0,0.0,buy,22.0,16.770159,14.47,0.56,2025-06-05
SSNC,,Technology,19787225088.0,SmallCap,24.913044,2.9142296,0.12236,0.04526,0.13688,0.48709,0.19802168078476717,1.25,102.493,1.107,0.268,16.76333053813815,4.413,13.677,1.244,0.0181963814336337,0.0601088158064013,55.994416535215464,2.469048334407115,0.6229902392339142,0.7071733797556709,1.0,0.2,POSITIVE,0.2,0.8,0.0,0.0,0.0,buy,11.0,92.76636,80.22,0.36,2025-06-05
BZ,,Communication Services,7690403328.0,SmallCap,32.0,0.50093377,0.122609995,0.04824,0.24525,0.83432,0.21608024000031362,,1.52,3.559,3.366,4.698291040749458,0.199,0.728,0.385,0.0365179408055672,0.3103448039616947,60.12467474462644,1.8994422337077528,0.4235657618621431,0.7125756908869054,1.0,0.1,POSITIVE,0.15,0.8,0.05,0.0,0.0,buy,21.0,20.978228,18.24,-1.03,2025-06-05
INCY,Incyte,Health Care,13060167680.0,BigCap,337.35,3.564937,0.0046900003,0.020350002,0.00482,0.37054002,0.14004398647173377,,1.176,2.039,1.879,21.059356847622414,2.421,35.231,0.676,0.0216410008694452,-0.0994393637255885,67.4411850467215,4.044462482174917,1.5624415346206249,0.8545226188250921,1.0,0.1,NEGATIVE,0.2,0.7,0.1,0.0,0.0,buy,23.0,73.88435,67.24,-0.27,2025-06-05
FOXA,Fox Corporation (Class A),Communication Services,23261159424.0,BigCap,13.386139,2.1139865,0.16621,0.083950005,0.1158,0.34535998,0.1272818970596735,1.0,68.321,2.453,2.262,11.297240376435374,1.734,8.159,0.527,0.0199652667722027,0.164865545077121,51.38943687267579,-2.0674635514458353,0.8302986201145472,0.4098145147845244,1.0,0.15,POSITIVE,0.15,0.85,0.0,0.0,0.0,buy,20.0,56.8955,53.84,-0.33,2025-06-05
MOH,Molina Healthcare,Health Care,15853229056.0,BigCap,14.137022,3.664662,0.26718,0.06728,0.029189998,0.119040005,0.014529398957847668,,87.378,1.626,1.568,27.180785971964745,0.256,5.624,0.57,0.0268666371955725,-0.0263797948083549,35.739606943984626,-8.519485916006671,-7.315935989446871,0.1061023743188314,0.0,-0.2,POSITIVE,0.1,0.6,0.3,0.0,0.0,buy,14.0,359.45285,293.56,0.32,2025-06-05
HLT,Hilton Worldwide,Consumer Discretionary,59158777856.0,BigCap,39.25552,-13.5747795,0.317925,0.09246001,0.32990003,0.76508003,0.3506513825506013,0.24,,0.572,0.477,35.392550909868135,14.809,28.012,1.25,0.0193044579288172,-0.0243509106610476,55.782816615055246,0.8394099974334586,4.1219807389751395,0.4118569207478919,1.0,0.15,NEUTRAL,0.25,0.65,0.1,0.0,0.0,buy,25.0,248.9324,248.47,-0.42,2025-06-05
CENT,,Consumer Defensive,2002695936.0,SmallCap,18.69681,1.4692974,0.08186,0.04221,0.03904,0.30831,0.09865676680930575,,92.32,3.305,1.833,6.4324628000096205,1.001,9.57,0.648,0.0224208166490729,-0.1280079303304383,46.02936615075348,-3.087948491175239,0.0660000943040159,0.2210205912319456,1.0,0.1,POSITIVE,0.35,0.4,0.25,1.0,0.0,buy,3.0,40.66667,35.15,-0.9,2025-06-05
KMB,Kimberly-Clark,Consumer Staples,45025775616.0,BigCap,18.487059,40.896626,2.0706,0.115430005,0.12482,0.36451998,0.10388500918691213,3.5,595.098,0.763,0.396,21.8825119538417,2.763,14.138,0.372,0.0131360163844571,-0.000172916896679,41.82979309203167,-4.044092673748135,0.9210653541055932,0.2400000414689702,1.0,0.3,POSITIVE,0.35,0.6,0.05,1.0,0.0,hold,19.0,142.95947,135.3,-2.26,2025-06-05
BOX,,Technology,5495615488.0,SmallCap,29.192308,-19.612404,1.52342,0.03313,0.21384001,0.79149,0.3128048621095282,,350.134,1.205,1.103,15.937977188811404,5.481,73.759,0.946,0.0210237501465414,0.1676923311673677,77.50339925440949,20.285266816618737,1.906415594026356,0.8445536068849758,1.0,0.3,NEUTRAL,0.4,0.5,0.1,1.0,0.0,buy,9.0,36.77778,37.93,-1.56,2025-06-05
