Ticker,Return_6M,Volatility,Beta,PE,PB,EV_Revenue,GrossMargin,ProfitMargin,ROE,MarketCap,Company,Sector,IndexSource,RSI_14,SMA20_above_SMA50,MACD,Momentum_10,BB_Percent,ValueScore,QualityScore,SignalScore,ExtractionDate
EPAM,-0.27581991358719804,0.029043642792176964,1.718,24.82542,2.7631824,1.825,0.30247998,0.08465,0.11568,10070017024.0,EPAM Systems,Information Technology,SP500,54.981378908751985,1.0,1.5268402116337256,-1.6885362173004237,0.4175151010184488,0.9317585535823343,0.2553095181573757,0.5777884005910543,2025-06-06
EQT,0.3151736334328259,0.026301863133857805,0.655,92.86885,1.636763,7.297,0.68419,0.05998,0.022969998,33912162304.0,EQT Corporation,Energy,SP500,59.65174038420625,1.0,0.9346084302629194,1.6520057574599116,0.8510902877969225,0.9217419878151102,0.4273464548974852,0.5239599573538871,2025-06-06
EFX,0.008413589146478051,0.025841840506042588,1.629,54.718365,6.685284,6.621,0.56438,0.10679,0.12519,33300236288.0,Equifax,Industrials,SP500,56.17165253218887,1.0,2.6963372429138985,1.8637533103463884,0.5020700647945239,0.9250812137788168,0.29614757477122766,0.5397489346237225,2025-06-06
EQIX,-0.05980333015776462,0.0173505772470167,0.957,95.95497,6.453901,11.994,0.49398997,0.105170004,0.07059,89638395904.0,Equinix,Real Estate,SP500,72.01518293263668,1.0,17.56022467257992,5.680319758006347,1.0165095539978601,0.9186076852767405,0.36928753336921116,0.42075477221982804,2025-06-06
EQR,-0.0541972000071288,0.016805162056934178,0.919,26.116796,2.3563485,11.522,0.63221,0.33110002,0.08901,26796169216.0,Equity Residential,Real Estate,SP500,44.64417510386363,1.0,-0.1755077445807416,0.16105505920432234,0.23422703966470676,0.9308448465491853,0.4254534671105685,0.6151868222458334,2025-06-06
ERIE,-0.08988604781387355,0.023418895833487663,0.357,31.658161,9.416734,4.85,0.1765,0.15732999,0.3238,19467528192.0,Erie Indemnity,Financials,SP500,55.46411961218975,0.0,-3.254339244366804,7.05642409177044,0.9135140306176603,0.9273765293067459,0.40228495929244434,0.49833486190325427,2025-06-06
ESS,-0.056742093083852696,0.017687788677474645,0.802,26.604685,3.2154207,13.357,0.68777,0.36101002,0.12810999,19215468544.0,Essex Property Trust,Real Estate,SP500,46.922147741701195,1.0,-0.576213394670333,1.6291610520091926,0.35477588798897314,0.9302012457879297,0.45469150676175984,0.5903904513952765,2025-06-06
EG,-0.06339589814092028,0.016562291864195045,0.519,17.470455,1.0397018,0.787,0.065910004,0.048839998,0.06122,14713391104.0,Everest Group,Financials,SP500,50.29615436306763,0.0,-0.5095398678981269,2.982455885627772,0.5902827564619318,0.9337404324787596,0.3452316128484557,0.560847843131896,2025-06-06
EVRG,0.056909258960264664,0.011612142510970522,0.472,17.157894,1.510623,4.987,0.522,0.14867,0.09047,15001932800.0,Evergy,Utilities,SP500,43.917336249809175,0.0,-0.3035441696220573,-0.11033929596584006,0.3779626975545951,0.9331725349307642,0.4400083998274545,0.6213940982521122,2025-06-06
ES,0.13669273049849617,0.017684327556703426,0.648,28.730263,1.5683434,4.215,0.53669,0.06626,0.05617,24065552384.0,Eversource Energy,Utilities,SP500,62.92504305369181,1.0,1.4190729715028354,3.7979708303306055,0.8182722934380361,0.931513390758024,0.40713553975528505,0.48779520130447596,2025-06-06
EXC,0.15095051645149704,0.013580334428009246,0.476,15.903345,1.5643969,3.82,0.41723,0.114350006,0.10099,43188117504.0,Exelon,Utilities,SP500,38.68092313899404,0.0,-0.4953337865469578,-1.5315456676036776,0.17083997930372588,0.9334421979199222,0.41728351905703154,0.6612120353874573,2025-06-06
EXPE,-0.07399444639822761,0.03324373819847901,1.596,21.005676,20.950607,1.713,0.89542997,0.08477,0.52188,22350096384.0,Expedia Group,Consumer Discretionary,SP500,64.9480132118004,1.0,2.7349568779436026,9.837662822767918,1.0408662791584962,0.9238834230594314,0.3387066114750522,0.42325656299456527,2025-06-06
EXPD,-0.05389986359021959,0.019679142199955445,1.068,18.61794,6.7045527,1.31,0.13369,0.07637,0.37695,15349132288.0,Expeditors International,Industrials,SP500,50.613341941018746,1.0,0.11156602239532276,-0.6584214601408898,0.39951368684565064,0.9308907197634526,0.307916427129981,0.5915148310379472,2025-06-06
EXR,-0.06901331079814643,0.017520091344781556,1.131,34.652325,2.2771802,13.594,0.75918,0.2713,0.063930005,33014292480.0,Extra Space Storage,Real Estate,SP500,52.57079141044483,1.0,1.213419460310746,2.9907458679118775,0.5086918034739246,0.929429108286652,0.4046400886882716,0.5486524755614002,2025-06-06
XOM,-0.06608534565974467,0.016793405019309513,0.463,13.814987,1.7087154,1.368,0.30786,0.09726,0.14302,448913670144.0,ExxonMobil,Energy,SP500,49.27987935199576,0.0,-0.9441072587310089,1.2333656676805602,0.4501323950536735,0.9339135580569933,0.39908298459804603,0.5817779857889649,2025-06-06
FFIV,0.14795434682607245,0.021195105672865533,1.009,28.032764,5.158863,5.405,0.80896,0.21136,0.19892,16952946688.0,"F5, Inc.",Information Technology,SP500,67.69177309606795,1.0,5.825873070651198,3.722580121244291,0.9527793119757166,0.9298363112952133,0.4223548603929715,0.46290738170304235,2025-06-06
FDS,-0.09911399267602372,0.015362041067059759,0.852,30.5892,7.949282,7.874,0.54150003,0.24067,0.28119,16332052480.0,FactSet,Financials,SP500,36.372304452518854,1.0,-1.2838300021080045,-6.961365370565151,0.00819885745753719,0.9279311424036762,0.4114908792637807,0.7216930396517878,2025-06-06
FICO,-0.25109305018128636,0.03087075843013493,1.29,76.53081,-38.48177,24.742,0.80831003,0.31357,0.18977,43237675008.0,Fair Isaac,Information Technology,SP500,44.43727922002927,0.0,-64.31857090170661,4.467399395836937,0.3879096010590525,0.9411435156484375,0.39514299724484026,0.5905892546649572,2025-06-06
FAST,0.05407142647888641,0.016837732704280278,0.968,42.0,13.055642,6.267,0.44994,0.15132,0.32351002,48184078336.0,Fastenal,Industrials,SP500,61.73904950075008,1.0,0.43641537738078284,3.180250810716826,0.9239207018096363,0.9240291728159811,0.3718602696893005,0.49963463063183866,2025-06-06
FRT,-0.13777962307910896,0.018282682574212335,1.122,27.626436,2.7349794,10.665,0.67888,0.24701001,0.094469994,8351480320.0,Federal Realty Investment Trust,Real Estate,SP500,53.46108911813511,1.0,0.08221576585575008,2.637191431488105,0.6013693331244321,0.9305271859383504,0.3925670663510306,0.5474147740870898,2025-06-06
FDX,-0.20891214829733207,0.02369633281157994,1.362,13.8294525,1.9746952,3.8289999999999997,0.27183,0.04462,0.14762,52651880448.0,FedEx,Industrials,SP500,49.76100985427185,1.0,-0.6101218908405599,0.44330754148624973,0.39794966597408626,0.9335563083048236,0.2870126426662347,0.5862578434088688,2025-06-06
FIS,-0.03914713130679859,0.021156662800680483,1.077,51.71656,2.83512,5.26,0.37033,0.08056,0.05246,42659446784.0,Fidelity National Information Services,Financials,SP500,60.26893116751504,1.0,0.9762290366031294,3.6507540771587563,0.9356943182982265,0.9274400168935838,0.33466953435793423,0.5029505344537033,2025-06-06
FITB,-0.15661605577375148,0.020626321143450945,0.918,12.411111,1.4265125,5.569,0.0,0.29202,0.11715,26095599616.0,Fifth Third Bancorp,Financials,SP500,58.60951227349786,1.0,0.36590794625053036,4.25220285810434,0.6836789680039665,0.9338561931051272,0.33145965922596654,0.5063079639934955,2025-06-06
FSLR,-0.1557227805176563,0.0414103682915594,1.527,13.929498,2.1475472,4.067,0.43608,0.29716998,0.16766001,17582673920.0,First Solar,Information Technology,SP500,57.02103431557168,1.0,4.294024996657811,4.963219829808148,0.5027106016994143,0.9334388807433839,0.31641182478274943,0.5074239749058278,2025-06-06
FE,0.013256838298407736,0.016232671339294485,0.382,21.622395,1.8669101,3.593,0.6942,0.07883,0.09274,23461447680.0,FirstEnergy,Utilities,SP500,39.41749345141409,1.0,-0.1801037856926868,-3.2269666653251483,0.07442926238769111,0.9324804383891957,0.4681863998372761,0.6724375482888703,2025-06-06
FI,-0.1969316494877691,0.0292132532161076,0.911,29.409897,3.5756326,5.775,0.60967,0.15684,0.116780005,92291088384.0,Fiserv,Financials,SP500,42.68627651070684,0.0,-6.903723975373424,3.384161917564707,0.4721321645992676,0.9303340451306031,0.3991680697470329,0.5979470978443968,2025-06-06
F,0.022835428331846153,0.022234995920043854,1.509,8.20808,0.9140401,0.935,0.08067001,0.02744,0.11497,40799801344.0,Ford Motor Company,Consumer Discretionary,SP500,51.082422746288465,1.0,0.03513479307424028,-1.7720256070699059,0.3337988157913353,0.9351495169955113,0.2469207304133372,0.599020422224529,2025-06-06
FTNT,0.05780667940001161,0.024999537502964023,1.072,43.18724,41.122646,12.295,0.81342006,0.30597,2.05906,80326582272.0,Fortinet,Information Technology,SP500,55.958447772362824,1.0,0.5334932246936006,1.2931830750552895,0.765783518384481,0.910249349332229,0.45237918846413033,0.5463636833227785,2025-06-06
FTV,-0.07357536403944465,0.019068078326825316,1.156,31.986843,2.4216363,4.454,0.59981,0.129,0.07695,24787593216.0,Fortive,Industrials,SP500,59.55218374361539,1.0,0.5737544291091439,4.122904274891062,0.7729499722147262,0.9306147337502386,0.3620733244068441,0.5025364134589392,2025-06-06
FOXA,0.15619108638059842,0.01996414760779507,0.527,13.386139,2.1139865,1.729,0.34535998,0.1158,0.16621,23238662144.0,Fox Corporation (Class A),Communication Services,SP500,52.007894434663605,1.0,0.716148992093963,-1.5823916681127315,0.37882635858565816,0.9337545160041888,0.4011364054143769,0.5924033052458693,2025-06-06
FOX,0.1157169715441917,0.02021291330472427,0.527,12.264852,1.9369087,1.602,0.34535998,0.1158,0.16621,23257579520.0,Fox Corporation (Class B),Communication Services,SP500,50.23987448660905,1.0,0.4970876144229308,-1.8412126734956624,0.3235924288139776,0.9340139229622655,0.4011364054143769,0.6039089889259839,2025-06-06
BEN,0.028399336436887523,0.023904311933797346,1.458,31.637682,0.9290153,1.744,0.37884,0.046490002,0.02799,11472122880.0,Franklin Resources,Financials,SP500,60.92852156950012,1.0,0.4488025856989104,1.110595855343012,0.5758310523322999,0.9316145243929753,0.2877823306117119,0.5222663137662347,2025-06-06
FCX,-0.0018927215794853902,0.03325797668979562,1.632,34.135246,3.3832967,3.074,0.38459998,0.07111,0.14062001,59810545664.0,Freeport-McMoRan,Materials,SP500,66.65807533411116,1.0,1.090486355407016,10.58354849608346,1.0366234744398157,0.9299813451854468,0.27262899220315234,0.40808103962503706,2025-06-06
GRMN,-0.04481032273885144,0.026230314551600322,0.988,27.350264,4.884436,5.747,0.58585,0.22761999,0.19036,39916638208.0,Garmin,Consumer Discretionary,SP500,61.11688156740398,1.0,2.267732237649682,2.916905455838341,0.8761966860183604,0.9300321618171951,0.39673148510290057,0.5048404229141041,2025-06-06
IT,-0.18470340077790715,0.017378348538274246,1.233,26.280998,21.793335,5.248,0.67787004,0.19816,1.13185,32465405952.0,Gartner,Information Technology,SP500,39.48271163099083,1.0,-1.1799627238108883,-5.056799660417485,0.015731645437868348,0.9223821158504644,0.3846403026530066,0.6885976096219661,2025-06-06
GE,0.4611168751140797,0.022815283436705906,1.389,40.259842,14.161081,6.97,0.31882,0.17628,0.27197,272622600192.0,GE Aerospace,Industrials,SP500,85.08859550490553,1.0,11.99995351004793,11.043554177248323,0.9114215061136967,0.9237059050934248,0.30692905303826246,0.30637094452655733,2025-06-06
GEHC,-0.12275490726069005,0.027161030721570945,1.291,14.958192,3.5483403,2.006,0.42001998,0.11026,0.26444,32601868288.0,GE HealthCare,Health Care,SP500,51.63717639322271,1.0,0.21432506335855805,2.541761704484027,0.454998687561588,0.9328305521414622,0.32270244855400426,0.5576849739159331,2025-06-06
GEV,0.41118454738694954,0.041396990451396914,0.99,70.05022,15.482797,3.541,0.18515,0.05422,0.19641,133260517376.0,GE Vernova,Industrials,SP500,72.88060502218653,1.0,28.90970671568715,6.32709958499766,0.7844163152164155,0.9190255331259845,0.31757720595608535,0.40826556106924694,2025-06-06
GEN,-0.054296498350554834,0.019631504380285995,1.011,28.349516,7.9412565,6.449,0.8028,0.16341,0.29167998,18110717952.0,Gen Digital,Information Technology,SP500,66.41118349108748,1.0,0.6224761627029913,5.241354148809608,0.8682044022384473,0.9283989299988832,0.41598395536181576,0.4570401461314598,2025-06-06
GNRC,-0.2824461263944015,0.02673954413231327,1.698,22.404182,3.076997,2.001,0.39581,0.07679,0.13798,7597894144.0,Generac,Industrials,SP500,59.47089574803912,1.0,1.7250635057314412,4.030188922823998,0.7799028657250086,0.9319529438231836,0.2667787609701617,0.5035555143234658,2025-06-06
GD,0.026509555516611716,0.01563388522421034,0.467,19.153366,3.3280277,1.703,0.15432,0.080819994,0.18228,74077298688.0,General Dynamics,Industrials,SP500,52.1381329409755,1.0,0.9499634932849403,-0.32848560304631597,0.48041264203575335,0.9323433218804809,0.3718423444942721,0.5805128307221425,2025-06-06
GIS,-0.1415443971318877,0.015569659811784741,0.017,12.028571,3.2348247,2.229,0.35377997,0.13024999,0.26834,29970204672.0,General Mills,Consumer Staples,SP500,49.82331490410098,0.0,-0.39013389852130587,2.643419278924956,0.744596810086738,0.9333868286282331,0.46612244732962854,0.5662932185114213,2025-06-06
GM,-0.10913747183687816,0.024263730410317673,1.344,6.6284914,0.71220624,0.863,0.11969,0.030840002,0.08557,45629706240.0,General Motors,Consumer Discretionary,SP500,46.31345366795146,1.0,0.13498113892463692,-3.825077857601559,0.11960563547782192,0.9354827706681053,0.2680570176938448,0.6419881385934907,2025-06-06
GPC,0.02401319871435814,0.017121422173136686,0.774,20.582922,3.9094906,0.985,0.36616,0.03605,0.19131,17397325824.0,Genuine Parts Company,Consumer Discretionary,SP500,53.433287857130765,1.0,1.8286769508496832,-1.2491126898074199,0.45414186547667346,0.9319301614000739,0.36429153365165595,0.5818320765528795,2025-06-06
GILD,0.2367770391580577,0.018315464472116703,0.311,23.572899,7.2904296,5.344,0.78288,0.20759001,0.32654998,139577655296.0,Gilead Sciences,Health Care,SP500,62.01601629407824,1.0,1.788864979636699,5.110550815278088,0.835062309428729,0.9295089718211679,0.5181043494313268,0.4807376370289208,2025-06-06
GPN,-0.3482247165686766,0.028770285089501718,0.936,12.366506,0.842836,3.304,0.62867,0.15477,0.07102,18638530560.0,Global Payments,Financials,SP500,44.33952633389492,0.0,-1.4768969528845446,0.9442635054991692,0.36722038642343774,0.934347017646469,0.3976471253319118,0.6100453734101912,2025-06-06
GL,0.160272665428967,0.0180674125012093,0.564,9.856881,1.8499825,2.172,0.32720003,0.18334,0.20471,9991198720.0,Globe Life,Financials,SP500,49.802830479246936,0.0,-0.2036361184443365,1.3842412287486006,0.5521240181696928,0.9343554379509745,0.40524588631806274,0.5775790624306874,2025-06-06
GDDY,-0.11810130015876352,0.02302273192793547,1.075,35.03173,129.93224,6.178,0.63984,0.16203,2.45696,25956325376.0,GoDaddy,Information Technology,SP500,49.34378425779208,1.0,-0.16818132456197077,-0.9729893640509668,0.35030842442322435,0.8707725810508808,0.41494769637576046,0.600947516024577,2025-06-06
GS,0.03405156582619151,0.024065303230500767,1.314,14.252087,1.6529096,-1.856,0.82837,0.28056,0.12222,188394209280.0,Goldman Sachs,Financials,SP500,63.82016949115858,1.0,12.843791205301159,3.168704494417852,0.7831151493830056,0.9341784416095235,0.38919677569463157,0.4865041746466331,2025-06-06
HAL,-0.27920685793357436,0.029162797702715113,1.141,8.546862,1.6964537,1.062,0.18167,0.09305,0.21004,17561399296.0,Halliburton,Energy,SP500,51.02579148195999,0.0,-0.24894714363385972,3.238826604214861,0.5862575235977263,0.9347242064651082,0.3064505871552951,0.55473367608129,2025-06-06
HIG,0.08758537448922699,0.01541901937246389,0.706,12.85344,2.2262516,1.394,0.34658,0.11089,0.18495001,36626558976.0,Hartford (The),Financials,SP500,56.48891060557626,1.0,1.5311171246297732,0.35543213436521826,0.5129632373361559,0.9338123712750616,0.3801965624439119,0.5517723696910735,2025-06-06
HAS,0.024886298293331777,0.028280182978635073,0.556,21.851484,7.930291,2.79,0.64394,0.09988,0.39041,9277940736.0,Hasbro,Consumer Discretionary,SP500,59.47148153800482,1.0,1.4235723471737316,-0.2861482485541781,0.5669521713115238,0.9297056773674068,0.44590478919134774,0.5420617067855982,2025-06-06
HCA,0.20743190578300097,0.019172300344664373,1.504,17.07646,-26.539017,1.958,0.40897998,0.08073,16.05769,92474507264.0,HCA Healthcare,Health Care,SP500,66.53081598502874,1.0,8.352168787735422,1.9610200830677036,0.6726213341690304,0.9464991846504719,0.4783999847670002,0.48411208891034163,2025-06-06
DOC,-0.1730423863492161,0.015604398119437342,1.013,41.987804,1.4688567,7.731,0.63589,0.09986,0.0332,11959812096.0,Healthpeak Properties,Real Estate,SP500,44.6546252824796,0.0,-0.19662262698719246,2.3483975322854485,0.46550862137753757,0.9292755187777767,0.38060783086641053,0.5956522123981163,2025-06-06
HSIC,-0.03589044858331547,0.018130261206094192,0.867,21.925232,2.599254,1.033,0.31605,0.03213,0.084680006,8797851648.0,Henry Schein,Health Care,SP500,51.4875065327492,1.0,0.644820077933133,-1.317821978517046,0.34382494780075895,0.9323365127305677,0.34448064083306573,0.592755804013043,2025-06-06
HSY,-0.0588137991664085,0.02114781621463652,0.283,19.908867,6.991005,3.511,0.42560002,0.15323,0.37483,32752963584.0,Hershey Company (The),Consumer Staples,SP500,50.74719276135609,0.0,-0.4635506327571761,5.024045038915069,0.6007796652177799,0.9303603617933677,0.4529614650692725,0.5403164560604174,2025-06-06
HES,-0.03258102916773198,0.021117698368790894,0.626,18.85853,3.6354642,4.077,0.79006,0.1815,0.22753,42051579904.0,Hess Corporation,Energy,SP500,55.3856364189277,0.0,0.04538042586594315,4.5531441119935465,0.8638843534922609,0.9320205706076962,0.46937206192149183,0.520387457688922,2025-06-06
HPE,-0.23380952588684056,0.03313697272145422,1.329,17.394232,0.99330115,0.946,0.30336002,0.04597,0.06373,23738060800.0,Hewlett Packard Enterprise,Information Technology,SP500,62.303886807335466,1.0,0.35005530981310073,3.048432311508844,0.9266579495101552,0.933758255632021,0.2935605310028642,0.4979005871847818,2025-06-06
HLT,-0.022537022752997404,0.019327389048136495,1.25,39.80126,-13.763499,14.761,0.76508003,0.32990003,0.317925,59981217792.0,Hilton Worldwide,Consumer Discretionary,SP500,59.95972932689245,1.0,4.088279558779135,2.4402609662058903,0.6382167015599701,0.9360119302648076,0.39925672802636775,0.5147191438633303,2025-06-06
HOLX,-0.14321733223533772,0.022719424830501902,0.548,27.12185,3.1144457,3.715,0.61013,0.13826,0.11766,14384645120.0,Hologic,Health Care,SP500,66.0770140991117,1.0,1.640757040422578,18.4196033989177,0.8764528513085748,0.9310792107080818,0.44323002615043555,0.34117862099204943,2025-06-06
HD,-0.135411836385134,0.01565532832287312,1.018,25.004522,46.068367,2.626,0.33344,0.08984,2.9951901,366448476160.0,Home Depot (The),Consumer Discretionary,SP500,53.0705164265258,1.0,1.7868459756332413,1.290654813075294,0.4622475743789789,0.9115406380313109,0.3790018677132033,0.5610951514807703,2025-06-06
HON,0.02046499653147782,0.01823551232378668,1.069,26.277588,8.413624,4.34,0.38059,0.14512,0.32676998,147058212864.0,Honeywell,Industrials,SP500,65.72911808606236,1.0,4.730999841344584,2.276079339424021,0.8279976008474766,0.9286832096503824,0.3493992464386978,0.48617414563713457,2025-06-06
HRL,-0.039058663003321836,0.014082457603526045,0.336,22.503675,2.0952282,1.598,0.16558,0.06269,0.09373,16829535232.0,Hormel Foods,Consumer Staples,SP500,57.51032175140701,1.0,0.26983125780973793,3.9388788365393843,0.7315660711418878,0.9324322573041726,0.3829492766721243,0.5148108755812193,2025-06-06
HST,-0.13766344409801046,0.022561942186026123,1.351,16.369793,1.6393698,2.754,0.29127002,0.1164,0.09996,11049405440.0,Host Hotels & Resorts,Real Estate,SP500,60.58607594687334,1.0,0.2547131847465369,5.967634750065947,0.7790821038671797,0.9334389532726421,0.29866196734639594,0.48081218406359716,2025-06-06
HWM,0.4835383227763108,0.025526497309880304,1.432,57.284313,14.950106,9.757,0.31941998,0.1664,0.28295,70760013824.0,Howmet Aerospace,Industrials,SP500,81.55597450846838,1.0,7.838601121908937,7.51487664119042,0.8773485746499589,0.9205689087107346,0.3009174343832084,0.35692334354427513,2025-06-06
HPQ,-0.2914638320866192,0.02646955367078702,1.313,9.684616,-18.583025,0.596,0.21154,0.04636,0.18977,23650895872.0,HP Inc.,Information Technology,SP500,39.93227575042502,1.0,-0.4468135213584219,-11.75438730340255,0.20083323454582605,0.9440206671049213,0.28568874311017256,0.7457857560254715,2025-06-06
HUBB,-0.1405941014241403,0.023393794903231572,0.983,26.622889,6.452476,4.004,0.34213,0.14294,0.25917,21044015104.0,Hubbell Incorporated,Industrials,SP500,60.67030082594178,1.0,8.475928740682832,1.5227920262644765,0.7079180078829336,0.9295749456218426,0.3530876193857928,0.5183435998689516,2025-06-06
HUM,-0.17685878759821294,0.028774874078048494,0.435,16.255468,1.5661397,0.159,0.15123,0.01422,0.10099,27800424448.0,Humana,Health Care,SP500,42.05115312204525,0.0,-6.916335963681604,1.2723427830475484,0.3703012165583078,0.9337339878111725,0.36248554764260865,0.6200508815512771,2025-06-06
HBAN,-0.07021079154721821,0.02240195912725977,0.945,12.35,1.2680672,3.893,0.0,0.28829,0.103719994,23389085696.0,Huntington Bancshares,Financials,SP500,61.433886698590655,1.0,0.24790034276180606,4.180171386952698,0.7592864459296383,0.9340964993834466,0.3278415820113112,0.4923451952768846,2025-06-06
HII,0.21617182566830473,0.028180938609236216,0.282,16.253786,1.8533378,1.052,0.12814,0.04763,0.12271,8846062592.0,Huntington Ingalls Industries,Industrials,SP500,54.14647794877921,1.0,1.3874423493621748,1.1685189398376559,0.5480125629119417,0.933516800172457,0.3801798533163505,0.5566896227235569,2025-06-06
IBM,0.14424570900405165,0.02135325616498592,0.652,46.02483,9.293445,4.734,0.57041,0.087110005,0.21851,249807978496.0,IBM,Information Technology,SP500,65.24935596719604,1.0,4.968347571794993,3.9923375919590547,0.835416634107937,0.9253280541736113,0.4175604831326314,0.4733236423429318,2025-06-06
IEX,-0.1993114140472524,0.01962209746836802,1.056,29.039747,3.539511,4.567,0.44592997,0.14595,0.12724,13798976512.0,IDEX Corporation,Industrials,SP500,52.25346199546692,1.0,0.5246973612416923,0.7480791094858732,0.39906558998301406,0.9305190246296445,0.3570831923105174,0.5704097228130174,2025-06-06
IDXX,0.20558196612800317,0.023249384858232598,1.548,48.590195,29.288504,10.909,0.61275,0.22761999,0.59330004,42242408448.0,Idexx Laboratories,Health Care,SP500,68.64009683451427,1.0,16.504646253464102,4.066715394363373,0.8417868714711477,0.9150809442227539,0.3306382244599345,0.452817453224596,2025-06-06
ITW,-0.08567511472110056,0.016495061800517172,1.119,21.73351,22.340656,5.043,0.43707,0.21371001,1.07584,72493678592.0,Illinois Tool Works,Industrials,SP500,54.26246896289651,1.0,0.9049615722779265,1.0583941264482242,0.5779716464239789,0.9228171505580018,0.3700757741320518,0.5571653387049833,2025-06-06
INCY,-0.09312433963830313,0.021718535679604804,0.676,344.25,3.6378524,2.413,0.37054002,0.00482,0.0046900003,13327294464.0,Incyte,Health Care,SP500,71.09401390703215,1.0,1.70419626436545,6.766389271777805,0.9569525197650766,0.8842356780739127,0.3683545406641703,0.4189882980687528,2025-06-06
IR,-0.18732519911889456,0.022027026233297334,1.444,41.128716,3.196737,4.99,0.43797,0.11301,0.081099994,33519708160.0,Ingersoll Rand,Industrials,SP500,59.96782814589085,1.0,1.0455589408330184,2.35222134715945,0.6618461223163149,0.9288573647206614,0.30468700439123847,0.5160634864270066,2025-06-06
PODD,0.1777104642095566,0.02819407815200953,1.377,56.33063,16.531038,10.362,0.70394,0.18291001,0.37917998,22001655808.0,Insulet Corporation,Health Care,SP500,56.403094117589276,1.0,10.962998681707631,-2.440807306877921,0.05441291551663394,0.9199181134124137,0.3566181739492804,0.5752592844004849,2025-06-06
ICE,0.1512312074575437,0.013246440490201416,1.129,37.03112,3.6624603,12.929,1.0,0.29423,0.10421,102386507776.0,Intercontinental Exchange,Financials,SP500,60.63440919344768,1.0,2.540589777596068,2.60632394374102,0.6794113518264455,0.9284977183787783,0.440069542363358,0.5100518504990779,2025-06-06
IP,-0.15134707914827428,0.024910375970769526,0.994,40.452995,1.380769,1.71,0.29038998,0.0199,0.03006,24985604096.0,International Paper,Materials,SP500,48.68081639773697,1.0,-0.004454672471105425,-1.6961848275359577,0.3834059470719628,0.9301091028776585,0.3245377157634979,0.6107908746237294,2025-06-06
IPG,-0.19710853549094187,0.019790331505480267,1.049,17.473282,2.3641808,1.203,0.22551,0.05485,0.13577,8463234048.0,Interpublic Group of Companies (The),Communication Services,SP500,36.652758015588,0.0,-0.4892935970322263,-3.5552936538915385,0.15529769205395288,0.9330856248190179,0.31603653562070966,0.6897423255138804,2025-06-06
INTU,0.1931162904556225,0.023478088745969163,1.283,62.64792,10.659521,5.316,0.80263,0.19072,0.17839001,214423781376.0,Intuit,Information Technology,SP500,81.18267218597535,1.0,37.822768378687215,15.501373559032158,0.8076124944381599,0.922189618906486,0.38005091941867447,0.2817809529746341,2025-06-06
ISRG,0.01455280637424372,0.024842820488928625,1.676,82.0,11.69956,22.445,0.67086,0.28412,0.15958,200147763200.0,Intuitive Surgical,Health Care,SP500,61.22711358819419,1.0,8.319272576693265,2.9281174837098427,0.6274103707459265,0.9172435951602937,0.32080450838878555,0.5029722747668213,2025-06-06
IVZ,-0.17648644547168868,0.028686861386204184,1.435,11.46,0.5998492,1.898,0.28774,0.13142,0.05092,6411239424.0,Invesco,Financials,SP500,46.98231983259324,1.0,0.00343934735455953,-1.68038331166744,0.22954284066090272,0.9347257429879728,0.2899466516836957,0.6194452681408482,2025-06-06
INVH,0.002667559291619659,0.01436232757707489,0.817,42.307693,2.0810997,10.784,0.58558,0.18225999,0.048070002,20227317760.0,Invitation Homes,Real Estate,SP500,41.504376233634325,0.0,-0.2059872877963258,-0.3474255863166918,0.185376874615177,0.9286567204599058,0.4104805779182836,0.6359837449656351,2025-06-06
IQV,-0.2536889776468497,0.023973175870647467,1.286,20.659153,4.404911,2.463,0.34715998,0.08608,0.2164,26161926144.0,IQVIA,Health Care,SP500,56.419164077730684,0.0,-1.5688721591475883,9.61315916971579,0.8776287989551891,0.9315497261456684,0.31064764305038123,0.47027990110605045,2025-06-06
IRM,-0.13025268717839855,0.024042060622523793,1.111,250.97562,-43.45439,7.578,0.56054,0.01948,0.063930005,30360027136.0,Iron Mountain,Real Estate,SP500,71.7467735271365,1.0,2.3864231552772566,7.30166481665801,1.029047031582901,0.9193672462444836,0.34797389820671737,0.4107044024099036,2025-06-06
JBHT,-0.22360718422077808,0.024730835030344015,1.296,25.354809,3.5839257,1.299,0.18825,0.04651,0.13971,13857981440.0,J.B. Hunt,Industrials,SP500,50.30976239739297,1.0,0.1966142240069928,0.4855089244655363,0.3762445089157439,0.93134879912244,0.2839994803858644,0.5828802407249889,2025-06-06
JBL,0.2983814276357075,0.027310098163437917,1.139,39.627254,14.192547,0.736,0.08936,0.01763,0.24104,18886817792.0,Jabil,Information Technology,SP500,76.53159388900579,1.0,6.148811601680876,6.680798529093454,0.9890319297656358,0.924371070626194,0.2851488940952171,0.3907094463768751,2025-06-06
JKHY,0.059595134325862054,0.01555636533429047,0.732,31.081911,6.512676,5.761,0.42058998,0.18502001,0.22494,13262706688.0,Jack Henry & Associates,Financials,SP500,56.57440285884974,1.0,1.4836563647470769,0.42434155420734376,0.6079192642261113,0.9287247046691173,0.39993994769159924,0.5507251465071912,2025-06-06
J,-0.061332543102794346,0.016410736130827833,0.76,42.064358,3.9703133,1.505,0.25028,0.03935,0.06804,15314483200.0,Jacobs Solutions,Industrials,SP500,56.60298029297877,1.0,1.098182799101508,0.5731666427110872,0.6543615254003161,0.9286880907251669,0.3473240428992932,0.5493276895175558,2025-06-06
