ticker,name,sector,market_cap,CapType,PE,PB,ROE,ROA,ProfitMargin,GrossMargin,FCF_Margin,DividendYield,DebtEquity,CurrentRatio,QuickRatio,PriceToFCF,EV_Revenue,EV_EBITDA,Beta,Volatility,return_6m,RSI_14,Momentum_10,MACD,BB_Percent,SMA20_above_SMA50,sentiment_score,sentiment_label,positive_ratio,neutral_ratio,negative_ratio,bullet_positive_count,bullet_negative_count,recommendation,analyst_count,target_mean_price,current_price,percent_change,extraction_date
TTE.PA,TOTALENERGIES,Energy,117781684224.0,BigCap,10.0,0.98458177,0.117139995,0.05262,0.07247,0.34905,0.07664604580587611,6.55,49.733,1.074,0.596,8.019246552707427,0.775,3.996,0.705,0.0143646955645441,-0.0078933594689306,50.24286023825941,2.609374111251149,-0.1092707817369245,0.4905678534498287,0.0,0.05,POSITIVE,0.1,0.85,0.05,0.0,0.0,buy,22.0,64.23622,52.3,0.83,2025-06-06
ORA.PA,ORANGE,Communication Services,33694967808.0,BigCap,16.9,1.0604032,0.07672,0.03667,0.058369998,0.39650002,0.03837555556957289,5.86,121.345,0.921,0.76,21.80904155584379,1.684,5.233,0.172,0.0098616314428874,0.3489080865565614,57.18826503853753,-1.6328529238554836,0.172544558998501,0.5720274182985909,1.0,-0.15,NEGATIVE,0.15,0.55,0.3,2.0,0.0,buy,18.0,13.57778,12.68,-0.86,2025-06-06
CRC,California Resources Corporatio,Energy,3981217792.0,SmallCap,7.416113,1.1323171,0.17864001,0.10257,0.15127,0.55103,0.25075482125603865,3.52,31.172,0.831,0.666,4.795370915655472,1.451,3.567,1.56,0.0317857483300932,-0.1514961893371039,63.62542609115488,6.637842768982119,1.5552877338755593,0.820395615928796,1.0,0.1,POSITIVE,0.15,0.8,0.05,0.0,0.0,buy,12.0,56.5,44.64,1.55,2025-06-06
SHW,Sherwin-Williams,Materials,90211344384.0,BigCap,33.992447,21.737925,0.70217,0.09887999,0.11634,0.48718,0.0817313770048698,0.88,329.968,0.767,0.393,47.736754357746214,4.457,23.16,1.212,0.0163611030692413,-0.0607933531592,55.89717174278542,1.9755492757630737,3.121104274508184,0.7005622494346778,1.0,-0.1,NEUTRAL,0.1,0.7,0.2,0.0,0.0,buy,23.0,377.49304,357.48,-0.16,2025-06-06
MNST,Monster Beverage,Consumer Staples,62142676992.0,BigCap,41.921055,9.530362,0.20004,0.14239,0.20273,0.5464,0.19394854544223444,,3.998,3.375,2.657,42.84958802059644,8.029,27.528,0.605,0.0146574303975656,0.2190549198902633,62.152220008209326,1.3677452566116617,1.0242653297921365,0.6960279599628877,1.0,,NEGATIVE,0.15,0.7,0.15,0.0,0.0,buy,23.0,61.45261,63.41,0.65,2025-06-06
LAD,"Lithia Motors, Inc.",Consumer Cyclical,8329011200.0,SmallCap,10.093691,1.235787,0.13145,0.04498,0.02306,0.15394,0.017287535576675457,0.69,204.972,1.179,0.247,13.147392542972451,0.596,11.314,1.459,0.0242395841415089,-0.150496081139275,57.918852997767985,4.02822523874663,3.9824746084321982,0.6436970519385641,1.0,0.05,POSITIVE,0.15,0.75,0.1,1.0,0.0,buy,15.0,384.74133,321.15,1.34,2025-06-06
BPOP,"Popular, Inc.",Financial Services,7216927232.0,SmallCap,10.871001,1.257761,0.12543,0.0095,0.25163,0.0,,2.7,,,,,0.636,,0.624,0.0198848394292389,0.0780379401610382,64.98169974857967,3.817692746000306,2.2565901736952014,0.8646521443768314,1.0,0.1,POSITIVE,0.15,0.8,0.05,0.0,0.0,buy,9.0,119.66667,105.75,1.86,2025-06-06
RI.PA,PERNOD RICARD,Consumer Staples,22567688192.0,BigCap,20.183485,1.3385048,0.06481,0.04665,0.09809,0.59612,0.07690674105865522,5.33,79.072,1.976,0.656,26.237684524809158,3.157,10.856,0.493,0.0177857250651454,-0.191547990504365,35.950839824209154,-3.46643652387525,-1.5428493673407502,0.0561199041450177,0.0,-0.2,NEUTRAL,0.0,0.8,0.2,0.0,0.0,buy,21.0,113.33333,88.0,-0.2,2025-06-06
FFBC,First Financial Bancorp.,Financial Services,2272298752.0,SmallCap,9.848548,0.90841246,0.09583,0.01273,0.30047,0.0,,4.11,,,,,3.648,,0.962,0.0188949738262685,-0.1677595695294281,48.031989951561336,-0.5676301626486264,-0.0490334637592617,0.2864381670272495,1.0,,POSITIVE,0.1,0.8,0.1,0.0,0.0,none,5.0,27.8,23.96,2.39,2025-06-06
VRSN,Verisign,Information Technology,26654451712.0,BigCap,34.744183,-13.510709,0.18977,0.42139,0.50203,0.87832,0.4829011850359755,1.11,,0.555,0.504,35.10438588181928,17.289,24.616,0.771,0.0151816514500694,0.4891391104331923,63.60030527664788,0.7911768616416565,2.616838687584959,0.8655133870807028,1.0,-0.15,POSITIVE,0.05,0.75,0.2,0.0,0.0,none,4.0,253.835,285.02,2.57,2025-06-06
DE,Deere & Company,Industrials,141558562816.0,BigCap,25.262928,5.8285847,0.23912,0.043109998,0.12454,0.28215,0.10990658188507338,1.27,275.281,2.14,1.919,28.31086733288251,4.377,21.348,1.102,0.0199992971628089,0.185866703297951,64.62852060210821,1.4719219356068185,8.757072832289623,0.7900033150965128,1.0,0.25,POSITIVE,0.25,0.75,0.0,0.0,0.0,buy,23.0,547.3326,519.99,1.77,2025-06-06
SEZL,Sezzle Inc.,Financial Services,4409792000.0,SmallCap,44.606297,35.776585,1.3731799,0.45826998,0.32419,0.66363996,0.1710793615537958,,56.29,2.618,2.35,78.10189114844079,12.461,22.631,0.998,0.075402884307811,1.1944184500637238,88.85093298880074,30.317423627256883,16.118076991377833,1.0711850263324358,1.0,0.1,POSITIVE,0.2,0.7,0.1,0.0,0.0,none,2.0,90.5,132.09,6.76,2025-06-06
FOX,Fox Corporation (Class B),Communication Services,23257579520.0,BigCap,12.264852,1.9369087,0.16621,0.083950005,0.1158,0.34535998,0.1272818970596735,1.1,68.321,2.453,2.262,11.393938848983755,1.602,7.539,0.527,0.0202129133047242,0.1157169715441917,50.23987448660905,-1.8412126734956624,0.4970876144229308,0.3235924288139776,1.0,,NEGATIVE,0.1,0.8,0.1,1.0,0.0,none,,,49.79,0.99,2025-06-06
ATO,Atmos Energy,Utilities,24168636416.0,BigCap,21.251398,1.839592,0.09186,0.03644,0.25346002,0.58158,-0.3598772191309296,2.28,64.747,1.328,1.101,-14.977779204927154,7.144,14.635,0.703,0.0123156735908654,0.0840908883364288,41.1629876616496,-1.4446599524345431,-0.818861961022094,0.1857858507780841,0.0,0.15,POSITIVE,0.2,0.75,0.05,1.0,0.0,buy,12.0,160.94833,152.18,-0.14,2025-06-06
MCHP,Microchip Technology Incorporat,Technology,35379175424.0,SmallCap,15.86514,4.992008,-7e-05,0.01502,-0.00011,0.56068003,0.23979632133769538,2.83,81.675,2.59,1.265,33.34552575577286,9.026,35.297,1.463,0.0461538406016,0.1231866316284837,72.30346490381663,12.98879793269034,3.653221399690537,0.994248476346888,1.0,0.05,NEGATIVE,0.2,0.65,0.15,0.0,0.0,buy,23.0,63.8787,65.25,1.37,2025-06-06
NRG,NRG Energy,Utilities,30483918848.0,BigCap,24.788553,14.401034,0.44912997,0.06315,0.04658,0.21468,0.07585535257298963,1.13,395.715,1.062,0.452,13.769308900226719,1.415,11.332,1.137,0.0420988477203856,0.5839602365777912,66.2755203461712,0.3477420106051979,9.71835907371738,0.5305022602264102,1.0,0.3,POSITIVE,0.3,0.7,0.0,1.0,0.0,buy,8.0,146.15125,155.94,-0.05,2025-06-06
SMP,"Standard Motor Products, Inc.",Consumer Cyclical,650637632.0,SmallCap,11.472869,1.0198808,0.08941,0.05584,0.02021,0.29662,0.0018283117145346459,4.24,118.204,2.323,0.757,230.36788960636886,0.892,7.659,0.648,0.0214552321802269,-0.0999940498062533,59.6501146289004,2.599653345175423,0.7229157898670557,0.5625267176536294,1.0,0.1,POSITIVE,0.25,0.6,0.15,0.0,0.0,none,2.0,40.5,29.62,1.33,2025-06-06
8766.T,Tokio Marine Holdings,Financials,11904250544128.0,BigCap,11.437534,2.3474872,0.20487,0.03002,0.13222,0.37433997,0.19066765626003865,3.4,4.453,0.246,0.246,7.82296854144573,1.354,6.276,0.067,0.0280072567313373,0.091357331350804,63.73035139696944,7.791304347826086,164.79964924457454,0.8288312593361461,1.0,,POSITIVE,0.0,1.0,0.0,0.0,0.0,buy,12.0,6590.1665,6198.0,0.42,2025-06-06
DLTR,Dollar Tree,Consumer Staples,19636205568.0,BigCap,18.558184,5.0637746,0.19404,0.04691,-0.16548,0.35831,0.0666286173989165,,202.505,1.044,0.122,16.449604653895474,1.5,13.046,0.845,0.0324824457323421,0.3091692325330448,59.762291332606594,4.990549964265568,3.314216305162546,0.8787526559023124,1.0,0.15,NEUTRAL,0.35,0.45,0.2,0.0,0.0,buy,23.0,95.70522,94.5,-2.24,2025-06-06
EEFT,"Euronet Worldwide, Inc.",Technology,4821590016.0,SmallCap,16.517778,3.7026768,0.25027,0.055219997,0.078600004,0.24013,0.09309771633052716,,180.533,1.6,0.929,12.836210428933104,1.235,7.691,1.267,0.0246555337758736,0.0783925273699641,63.05011138826242,5.025432272452741,1.6944955100675827,0.8521798239981123,1.0,0.05,NEUTRAL,0.2,0.65,0.15,1.0,0.0,buy,8.0,125.375,111.87,1.95,2025-06-06
DASH,DoorDash,Consumer Discretionary,92929171456.0,BigCap,274.13123,11.074332,0.04336,0.01424,0.03016,0.50245,0.16529891171418293,,6.278,1.716,1.442,49.92910159002775,7.666,162.598,1.669,0.0291984929593268,0.228737101778981,66.3034575622351,9.199985779631692,7.078368019271551,0.9143394448397524,1.0,0.25,POSITIVE,0.4,0.45,0.15,0.0,0.0,buy,37.0,216.84431,218.45,1.21,2025-06-06
7911.T,Toppan Printing,Industrials,1048889851904.0,BigCap,11.666178,0.80063456,0.06664,0.021240002,0.052010003,0.24043,-0.004960680108217024,1.55,32.962,1.71,1.472,-123.07663144892587,0.495,5.132,0.403,0.0261257495508413,-0.0942863315905911,30.69835794068196,-8.626850433894845,-107.1777696031495,0.0923041033110328,0.0,-1.0,NEUTRAL,0.0,0.0,1.0,0.0,0.0,strong_buy,4.0,5102.5,3580.0,-1.19,2025-06-06
EN.PA,BOUYGUES,Consumer Staples,14474285056.0,BigCap,13.697843,1.1518451,0.08485,0.0228,0.01837,0.55845,0.04985541697797032,5.22,104.47,0.917,0.806,5.088069126972306,0.464,5.764,0.82,0.01150415472602,0.3912012178810322,51.3315436707914,-3.814090213976669,0.4218420933648374,0.2882687274411966,1.0,,POSITIVE,0.0,1.0,0.0,4.0,0.0,hold,11.0,40.31818,38.08,-0.7,2025-06-06
BAP,Credicorp Ltd.,Financial Services,17206614016.0,SmallCap,11.049949,0.48005068,0.16643,0.0238,0.30762,0.0,,5.05,,,,,0.262,,1.022,0.0172421950378583,0.1381772780059627,66.22787339978075,6.056161331427515,5.0044615899551275,0.8851964716898991,1.0,0.25,POSITIVE,0.35,0.55,0.1,2.0,0.0,buy,13.0,226.16869,217.55,1.29,2025-06-06
FDP,"Fresh Del Monte Produce, Inc.",Consumer Defensive,1557420288.0,SmallCap,10.6540985,0.7763151,0.07461,0.0337,0.03447,0.08647,0.037180673615617686,3.66,20.03,2.046,0.938,9.791603349341646,0.459,7.887,0.394,0.014156106369362,-0.013027976165855,41.18336188265654,-3.9178024095080937,0.2681197474935075,0.2260230783281798,1.0,-0.15,NEGATIVE,0.15,0.55,0.3,1.0,0.0,none,2.0,38.5,32.45,-0.98,2025-06-06
MT,Arcelor Mittal NY Registry Shar,Basic Materials,23005517824.0,SmallCap,19.242037,0.45310012,0.02254,0.021760002,0.01978,0.09658,0.03443821151008461,1.8,22.603,1.349,0.429,10.920833289889247,0.53,5.753,1.706,0.0308167461538558,0.1941478714774387,49.42623187851798,0.8010737176263211,0.1909568910154888,0.2039403123957192,1.0,0.1,NEUTRAL,0.15,0.8,0.05,0.0,0.0,none,5.0,32.22,30.11,-1.41,2025-06-06
APTV,Aptiv,Consumer Discretionary,14299418624.0,BigCap,10.73121,1.640071,0.15237,0.05728,0.07934,0.19249001,0.08324209441449905,,91.193,1.614,1.075,8.72185444776355,1.119,7.078,1.473,0.0244604974945548,0.1540151682981294,54.05426370371174,-2.0460017403132267,1.704653555399304,0.3618209849219512,1.0,0.05,POSITIVE,0.15,0.75,0.1,2.0,0.0,buy,19.0,74.88526,66.64,1.76,2025-06-06
GLE.PA,SOCIETE GENERALE,Financials,38310785024.0,BigCap,8.906137,0.55937237,0.1145199945,,0.19913,0.0,,2.23,,,,,-11.47,,1.328,0.0241569653369248,0.94668208257086,66.64227134087479,5.247438200563074,1.4396468938756115,0.957628278195621,1.0,0.143,POSITIVE,0.21,0.71,0.07,0.0,0.0,buy,18.0,50.23611,49.34,0.8,2025-06-06
CHKP,Check Point Software Technologi,Technology,25262981120.0,SmallCap,30.754618,9.15165,0.30921,0.09915,0.32746,0.8826,0.2817492350230415,,,1.096,1.043,34.48517368605801,9.015,25.026,0.663,0.0177485146449319,0.2478320628294215,66.55067969315994,3.673394327321586,3.632582160895226,0.9058035649143574,1.0,0.15,POSITIVE,0.3,0.55,0.15,1.0,0.0,buy,33.0,234.43636,233.47,1.02,2025-06-06
UMC,United Microelectronics Corpora,Technology,19230441472.0,SmallCap,12.290322,0.24498457,0.11552,0.05447,0.18907,0.31504,-0.01902527462203949,6.06,17.552,2.639,2.112,-4.297171713316888,0.197,0.47,1.286,0.0232704687823602,0.1324553616189077,51.50240819840322,-5.698883763759145,0.1065383587689021,0.2527233817131334,1.0,,NEUTRAL,0.1,0.8,0.1,0.0,0.0,hold,6.0,7.16659,7.63,1.33,2025-06-06
ARW,"Arrow Electronics, Inc.",Technology,6302690816.0,SmallCap,16.712517,1.063597,0.06633,0.02812,0.01396,0.11756,0.03780283258346498,,47.412,1.431,1.004,6.015709446339409,0.322,8.177,1.093,0.0199038502726571,0.0083824562547707,62.007461106104614,1.9723025128209364,2.108719386581484,0.8030537921019977,1.0,0.05,NEUTRAL,0.15,0.75,0.1,2.0,0.0,hold,5.0,115.528,121.93,0.96,2025-06-06
8802.T,Mitsubishi Estate,Real Estate,3328012713984.0,BigCap,17.672358,1.2981603,0.07711,0.02481,0.11986,0.26457,-0.21687138456463445,1.74,121.749,2.328,1.572,-9.71353518153685,4.167,16.077,0.229,0.0189103877362163,0.2583005284776281,62.06753145756028,3.5672741372625048,47.391572382304275,0.8232836187149517,1.0,,NEGATIVE,0.0,1.0,0.0,0.0,0.0,buy,10.0,3014.0,2671.0,0.91,2025-06-06
VST,Vistra Corp.,Utilities,58745155584.0,BigCap,27.435816,25.060799,0.41676,0.063,0.13401,0.41307998,0.15387644234222972,0.53,366.143,0.864,0.258,21.13923385227639,4.286,11.474,1.246,0.0525561405665749,0.0857620149160318,68.59255101693758,11.814890534560584,9.729110511802816,0.8618909936051466,1.0,-0.05,POSITIVE,0.1,0.75,0.15,0.0,0.0,buy,17.0,167.55118,173.62,1.59,2025-06-06
OR.PA,L'OREAL,Consumer Staples,203585994752.0,BigCap,31.885452,6.1497154,0.20625,0.10023,0.14737001,0.74183,0.12467690647783557,1.83,25.635,1.126,0.723,37.54952177416529,4.798,21.641,0.849,0.0167416498802551,0.1299776447381579,56.121332826805855,2.2523109321743062,2.9017616172713474,0.6453768706622408,1.0,0.1,POSITIVE,0.15,0.8,0.05,0.0,0.0,buy,25.0,378.12,381.35,-0.24,2025-06-06
2269.T,Meiji Holdings,Consumer Staples,872272232448.0,BigCap,17.24138,1.1656847,0.06848,0.044310004,0.04402,0.29383,0.02282316779853822,3.27,6.037,1.761,0.871,33.11634974957517,0.765,6.338,0.042,0.013513899160163,0.0276872268733128,43.68383631184312,0.2802865151043289,-36.14737312988018,0.5760517464722471,0.0,-0.5,NEUTRAL,0.0,0.5,0.5,2.0,0.0,hold,7.0,3414.2856,3220.0,0.31,2025-06-06
DHR,Danaher Corporation,Health Care,140085248000.0,BigCap,37.860737,2.7546513,0.07219,0.03928,0.15806,0.59803003,0.17778127995533263,0.67,34.562,1.433,0.949,33.02078540480493,6.428,20.513,0.799,0.022983121491549,-0.1471071359140289,54.222150592886585,4.448480790878649,-0.5888888716875726,0.7431966705577603,0.0,0.05,POSITIVE,0.1,0.85,0.05,1.0,0.0,strong_buy,23.0,247.13522,196.02,2.02,2025-06-06
AGX,"Argan, Inc.",Industrials,3342473472.0,SmallCap,34.127438,9.183876,0.30478,0.09355,0.110010006,0.17403999,,0.64,,1.745,1.616,,2.925,24.578,0.527,0.0465344663070638,0.6737777787969086,88.88470649893999,24.402194315645986,18.78130461294845,1.0647812696812802,1.0,0.3,POSITIVE,0.45,0.4,0.15,0.0,0.0,buy,2.0,228.0,243.11,3.34,2025-06-06
CALM,"Cal-Maine Foods, Inc.",Consumer Defensive,4747572224.0,SmallCap,4.8369565,2.0159795,0.48146,0.29817,0.26081,0.39637002,0.20624864470165782,7.05,,3.861,3.249,6.066544353018687,0.91,2.591,0.162,0.0280806619493865,0.0370982309371219,58.77874661855858,3.041784364455229,1.0416032500776709,0.8079005463431543,1.0,0.15,POSITIVE,0.2,0.75,0.05,0.0,0.0,none,3.0,101.66667,98.13,2.57,2025-06-06
ORC,"Orchid Island Capital, Inc.",Real Estate,758511040.0,SmallCap,18.76973,0.8745498,0.05235,0.0060799997,0.67014,0.93304,,20.75,749.946,0.068,0.068,,129.323,,1.498,0.0181632584908908,-0.0380464450692213,52.19225566043819,2.543251003074615,-0.0025228062183657,0.5058520944823428,1.0,-0.25,NEGATIVE,0.1,0.55,0.35,2.0,0.0,none,1.0,8.0,6.94,0.14,2025-06-06
IAG,Iamgold Corporation,Basic Materials,4335876608.0,SmallCap,5.1643834,1.277966,0.28738,0.062470004,0.45421,0.33051,-0.10116023486901536,,33.166,1.413,0.786,-23.894220961887722,3.003,7.63,1.225,0.0374291904500052,0.409345812384807,61.398904454661825,14.76407556845411,0.2050469959863372,0.8762055375863326,0.0,0.05,NEGATIVE,0.2,0.65,0.15,1.0,0.0,buy,5.0,8.44,7.44,-3.38,2025-06-06
WING,Wingstop Inc.,Consumer Cyclical,9665564672.0,SmallCap,58.023453,-13.518576,0.110935,,0.26452,0.47919,,0.31,,,,,16.521,,1.84,0.033977412192118,0.0293040811216938,76.50814588582715,3.815140694837127,24.69643842531616,0.7970160239954515,1.0,,,,,,,,buy,23.0,322.9939,374.82,0.85,
INFY,Infosys Limited,Technology,76098224128.0,SmallCap,23.94079,6.72892,0.2893,0.14992,0.16382,0.29823,0.18606369357323027,2.88,8.547,2.266,2.005,21.22231527780613,3.682,15.991,0.533,0.0178832574502723,-0.2040682760706016,52.59575436115978,0.8591949635848679,0.0572335716485881,0.4685253772057164,1.0,0.4,POSITIVE,0.45,0.5,0.05,1.0,0.0,buy,12.0,19.20969,18.2,1.51,2025-06-06
SYY,Sysco,Consumer Staples,36157648896.0,BigCap,19.273901,18.812105,0.93613,0.085710004,0.023629999,0.18346001,0.027421968352481937,2.93,751.105,1.262,0.72,16.285197219756053,0.605,11.016,0.817,0.0145971095241658,-0.0634560526053868,61.35108600629693,3.653788734040994,0.5677816871908163,1.0378369858817291,1.0,0.15,NEUTRAL,0.3,0.55,0.15,1.0,0.0,buy,17.0,79.77824,74.5,1.02,2025-06-06
8058.T,Mitsubishi,Consumer Discretionary,11434330161152.0,BigCap,12.193001,1.2204908,0.106300004,0.01245,0.051069997,0.09864,0.08696662873959568,3.84,52.582,1.488,0.988,7.06210828304998,0.855,17.328,0.478,0.019688419658898,0.1448173613125996,56.20478677732643,-1.79364537068671,49.228750797879,0.3853547863164219,1.0,-0.15,POSITIVE,0.1,0.65,0.25,1.0,0.0,hold,12.0,2825.2876,2874.5,0.47,2025-06-06
CAT,Caterpillar Inc.,Industrials,166138773504.0,BigCap,17.248535,9.2100115,0.55646,0.09403,0.15712,0.31844,0.10777517707094726,1.62,213.547,1.32,0.693,24.389259230944496,3.165,13.538,1.368,0.021220550968433,-0.0981644161217745,63.37378039646813,2.3928878899171138,7.197717964405399,0.7367897380713171,1.0,0.1,POSITIVE,0.15,0.8,0.05,0.0,0.0,buy,25.0,370.604,353.35,1.26,2025-06-06
OBK,"Origin Bancorp, Inc.",Financial Services,1071897152.0,SmallCap,14.156379,0.9107035,0.06753,0.00777,0.21708,0.0,,1.76,,,,,1.902,,0.817,0.0200737687844311,-0.0480679675633348,58.06911215341901,3.8961065893911098,0.3725863280670936,0.7927367364903823,1.0,0.1,POSITIVE,0.15,0.8,0.05,3.0,0.0,none,5.0,40.2,34.61,1.76,2025-06-06
UDR,"UDR, Inc.",Real Estate,15419137024.0,BigCap,113.611115,4.1196613,0.02848,0.018029999,0.07222,0.66486,0.3623993593769599,4.2,136.541,0.541,0.004,25.04275247879744,12.12,20.616,0.833,0.0169949870454855,-0.0686138371917365,45.95074556851543,1.9825486630769824,-0.2389862842849979,0.3841758419327414,0.0,-0.1,POSITIVE,0.05,0.8,0.15,0.0,0.0,buy,22.0,46.65909,41.07,0.22,2025-06-06
PKX,POSCO Holdings Inc.,Basic Materials,13412097024.0,SmallCap,25.48276,6.456852e-05,0.0112,,0.011879999,0.0752,,3.78,,,,,0.248,,1.469,0.0259858903260837,-0.1517122677583205,40.51978357513978,-3.9636085963466816,-0.3619964301920433,0.076501201038389,0.0,0.05,NEGATIVE,0.25,0.55,0.2,0.0,0.0,none,1.0,58.4325,47.71,0.08,2025-05-16
SRCE,1st Source Corporation,Financial Services,1487037952.0,SmallCap,10.639719,1.2802944,0.12222,0.01596,0.36181,0.0,,2.54,,,,,3.78,,0.666,0.0181647278800668,-0.0452113555020017,50.49581882444067,0.0165242630632429,0.1428208182202439,0.3120389004627016,1.0,,POSITIVE,0.05,0.9,0.05,0.0,0.0,none,3.0,69.0,61.11,1.95,2025-06-06
LIF,"Life360, Inc.",Technology,4959060480.0,SmallCap,498.46158,39.488117,0.031159999,0.0011999999,0.02419,0.76268,0.07943344386722355,,0.168,3.378,3.031,154.99637704237037,12.105,433.209,1.098,0.0408401486746529,0.3497189193338097,76.70442393603923,6.842541502835958,4.893053511083906,0.7417557790021065,1.0,0.1,POSITIVE,0.2,0.7,0.1,1.0,0.0,none,7.0,57.57143,63.85,-1.83,2025-06-06
USNA,"USANA Health Sciences, Inc.",Consumer Defensive,541559744.0,SmallCap,15.978022,1.0312057,0.06424,0.05208,0.03982,0.80531996,0.06979378883539093,,3.939,2.048,1.307,8.946701373831829,0.501,5.697,0.636,0.0273758201553496,-0.2205843244883004,49.32752033239615,-3.260144909006588,0.3440191347556443,0.0572248701854317,1.0,,NEGATIVE,0.15,0.7,0.15,0.0,0.0,none,1.0,61.0,29.38,1.31,2025-06-06
MMC,Marsh McLennan,Financials,113466884096.0,BigCap,28.255585,8.06652,0.30532,0.07929,0.16134001,0.44318,0.16457717540515993,1.42,157.128,1.136,0.505,27.53276234939194,5.342,18.035,0.827,0.013315785954727,0.0300131612784868,51.25320062962261,0.8338069633293507,1.1958687821137346,0.5467826670625956,1.0,-0.05,NEGATIVE,0.2,0.55,0.25,1.0,0.0,hold,19.0,233.22157,230.01,0.51,2025-06-06
7012.T,Kawasaki Heavy Industries,Industrials,1796652007424.0,BigCap,20.411076,2.5501518,0.13095,0.02632,0.04133,0.20266001,0.006929556496811718,1.44,122.68,1.096,0.486,121.7635747272063,1.208,12.051,0.891,0.0394504509139821,0.7310408516751252,70.12801650984903,16.766467065868262,594.8382243761735,0.8848391426556128,1.0,0.375,POSITIVE,0.38,0.62,0.0,0.0,0.0,buy,11.0,9554.546,10725.0,3.08,2025-06-06
ASTS,"AST SpaceMobile, Inc.",Technology,10104971264.0,SmallCap,15.86514,12.829166,-1.04541,-0.16714,0.0,1.0,-57.802174288179465,,62.58,10.622,10.375,-38.19910223080956,1546.814,-36.611,2.015,0.0623979599076949,0.2160348059491199,69.13544395491307,26.136833707484136,1.0197715016345583,1.0833772030414026,1.0,0.3,NEGATIVE,0.4,0.5,0.1,0.0,0.0,buy,7.0,41.77143,31.19,1.1,2025-06-06
MTCH,Match Group,Communication Services,7789571584.0,BigCap,15.725247,-43.217686,0.16621,0.12687,0.15812,0.71917,0.20043780851973286,2.41,,1.623,1.439,11.265170089201366,3.136,11.109,1.364,0.0246541591738446,-0.023843550577177,64.03580841607956,7.758912693433967,0.4372262373443121,0.9726184425909687,1.0,-0.15,POSITIVE,0.05,0.75,0.2,0.0,0.0,buy,20.0,33.9055,31.84,1.08,2025-06-06
RTX,RTX Corporation,Industrials,185683689472.0,BigCap,40.759533,3.0184379,0.07802,0.03471,0.05628,0.19532,0.07009047114599708,1.96,67.798,1.006,0.605,32.42295479493323,2.758,16.844,0.617,0.0196615798131464,0.1899786175234408,66.87068183465638,4.209465116467951,2.682531026764167,0.8552150750056127,1.0,0.15,POSITIVE,0.3,0.55,0.15,0.0,0.0,buy,23.0,140.28043,139.1,0.01,2025-06-06
ENTG,"Entegris, Inc.",Technology,10951079936.0,SmallCap,35.456913,2.918853,0.08646,0.040359996,0.095699996,0.45983002,0.07724128505784178,0.56,108.156,3.258,1.651,44.067811262518674,4.506,15.867,1.243,0.0415272801276377,-0.3373071179256477,44.603765771042816,-1.1451390943865714,-2.0495049112608967,0.3494912128160726,0.0,-0.05,NEGATIVE,0.1,0.75,0.15,1.0,0.0,buy,10.0,99.834,72.92,1.25,2025-06-06
SYBT,"Stock Yards Bancorp, Inc.",Financial Services,2220481536.0,SmallCap,18.200483,2.2762973,0.1318,0.01424,0.34512,0.0,,1.69,,,,,6.447,,0.723,0.0191748412777847,-0.0234404354804389,57.42628148746056,2.405540362897046,0.2914004367988383,0.5709685449452059,1.0,-0.1,POSITIVE,0.05,0.8,0.15,0.0,0.0,hold,5.0,78.8,75.88,3.15,2025-06-06
3863.T,Nippon Paper Industries,Consumer Staples,123384225792.0,BigCap,26.995424,0.2543268,0.01422,0.00717,0.0038400001,0.16158001,0.008435904250837995,1.87,171.409,1.332,0.763,12.369500781688782,0.71,9.6,0.153,0.0199588515757125,0.2295667425378962,51.584254353317945,3.6097560975609753,5.7793979964046684,0.6618903878352838,1.0,,POSITIVE,0.0,1.0,0.0,2.0,0.0,hold,6.0,1090.0,1062.0,-0.65,2025-06-06
BALL,Ball Corporation,Materials,14919538688.0,BigCap,30.556818,2.7321682,0.08219,0.04257,0.04177,0.20419,0.02094774527220098,1.5,126.809,1.04,0.638,59.07598160079444,1.79,11.408,1.083,0.0178558981270143,-0.0511787627133906,57.72010356630101,1.2782664471340888,0.6154396408776677,0.7593020754590023,1.0,0.05,POSITIVE,0.15,0.75,0.1,1.0,0.0,buy,16.0,60.75688,53.73,0.45,2025-06-06
FLR,,Industrials,7074008064.0,SmallCap,4.075901,1.9877846,0.63646,0.03678,0.11139,0.037130002,0.011229849447953159,,29.781,1.742,1.681,38.02344877419355,0.344,10.999,1.3,0.0329092701147198,-0.229969557635979,65.90974371246224,13.410765240535891,1.8270237023780709,0.8159575811492389,1.0,-0.1,POSITIVE,0.25,0.4,0.35,1.0,0.0,none,10.0,46.25,44.43,3.42,2025-06-05
IDXX,Idexx Laboratories,Health Care,42242408448.0,BigCap,48.590195,29.288504,0.59330004,0.22982,0.22761999,0.61275,0.19358644729441893,,73.159,1.16,0.676,55.465377658786856,10.909,31.973,1.548,0.0232493848582325,0.2055819661280031,68.64009683451427,4.066715394363373,16.504646253464102,0.8417868714711477,1.0,0.3,POSITIVE,0.35,0.6,0.05,2.0,0.0,buy,12.0,501.66,524.91,0.52,2025-06-06
